ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
GO:0005515	122988	1033	60	4	3192	4	1	false	0.010925492409195067	0.010925492409195067	0.0	"protein binding"
GO:0016740	122988	794	60	3	2787	3	1	false	0.023060864873600977	0.023060864873600977	0.0	"transferase activity"
GO:0042802	122988	10	60	1	1033	4	1	false	0.038218244312136274	0.038218244312136274	2.739914484430476E-24	"identical protein binding"
GO:0072521	122988	106	60	1	2341	1	5	false	0.045279794959416204	0.045279794959416204	8.9332446413425E-187	"purine-containing compound metabolic process"
GO:1901135	122988	149	60	1	2604	1	1	false	0.05721966205831097	0.05721966205831097	3.351183541936403E-247	"carbohydrate derivative metabolic process"
GO:0072522	122988	78	60	1	1306	1	6	false	0.059724349157747374	0.059724349157747374	1.0700767845728003E-127	"purine-containing compound biosynthetic process"
GO:0019637	122988	157	60	1	2614	1	2	false	0.06006120887521905	0.06006120887521905	4.253449170162888E-257	"organophosphate metabolic process"
GO:0008171	122988	7	60	1	108	1	1	false	0.06481481481481505	0.06481481481481505	3.586386599906858E-11	"O-methyltransferase activity"
GO:1901137	122988	114	60	1	1405	1	2	false	0.08113879003561375	0.08113879003561375	4.14174464059029E-171	"carbohydrate derivative biosynthetic process"
GO:0070569	122988	5	60	1	57	1	1	false	0.08771929824561349	0.08771929824561349	2.3882844141036394E-7	"uridylyltransferase activity"
GO:0090407	122988	127	60	1	1403	1	2	false	0.09052031361364402	0.09052031361364402	2.276650984156755E-184	"organophosphate biosynthetic process"
GO:0016763	122988	6	60	1	61	1	1	false	0.09836065573770608	0.09836065573770608	1.800978478811498E-8	"pentosyltransferase activity"
GO:0044281	122988	329	60	1	2798	1	1	false	0.11758398856334974	0.11758398856334974	0.0	"small molecule metabolic process"
GO:0016779	122988	57	60	1	407	1	1	false	0.14004914004912558	0.14004914004912558	4.453191068256743E-71	"nucleotidyltransferase activity"
GO:0055086	122988	120	60	1	737	1	2	false	0.1628222523745204	0.1628222523745204	1.529529017772852E-141	"nucleobase-containing small molecule metabolic process"
