ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
GO:0031419	122988	3	59	1	131	1	2	false	0.022900763358778022	0.022900763358778022	2.731158420844124E-6	"cobalamin binding"
GO:0005694	122988	30	59	1	932	1	1	false	0.03218884120172308	0.03218884120172308	3.516071395604615E-57	"chromosome"
GO:0032993	122988	15	59	1	432	1	1	false	0.034722222222216305	0.034722222222216305	4.909104842190383E-28	"protein-DNA complex"
GO:0019001	122988	275	59	2	1225	2	1	false	0.05025343470721225	0.05025343470721225	1.7819575968822965E-282	"guanyl nucleotide binding"
GO:0005525	122988	262	59	2	1158	2	2	false	0.051038732473223866	0.051038732473223866	4.3761357525612773E-268	"GTP binding"
GO:0032561	122988	271	59	2	1168	2	2	false	0.05368084656834549	0.05368084656834549	5.951838832358491E-274	"guanyl ribonucleotide binding"
GO:0071840	122988	237	59	1	2908	1	1	false	0.08149931224215262	0.08149931224215262	0.0	"cellular component organization or biogenesis"
GO:0070569	122988	5	59	1	57	1	1	false	0.08771929824561349	0.08771929824561349	2.3882844141036394E-7	"uridylyltransferase activity"
GO:0016788	122988	116	59	1	1150	1	1	false	0.10086956521738596	0.10086956521738596	1.2513915563760687E-162	"hydrolase activity, acting on ester bonds"
GO:0005488	122988	3192	59	8	5709	10	1	false	0.10985926298967082	0.10985926298967082	0.0	"binding"
GO:0019842	122988	65	59	1	1344	3	1	false	0.13828332236996066	0.13828332236996066	1.7927420923802133E-112	"vitamin binding"
GO:0016779	122988	57	59	1	407	1	1	false	0.14004914004912558	0.14004914004912558	4.453191068256743E-71	"nucleotidyltransferase activity"
GO:0065004	122988	18	59	1	100	1	2	false	0.18000000000000294	0.18000000000000294	3.2610988201465105E-20	"protein-DNA complex assembly"
GO:0046906	122988	69	59	1	1997	6	2	false	0.1904254927384789	0.1904254927384789	1.055234145937412E-129	"tetrapyrrole binding"
GO:0043169	122988	361	59	2	1625	4	1	false	0.21554454219644464	0.21554454219644464	0.0	"cation binding"
GO:0016853	122988	166	59	1	2787	4	1	false	0.21790242075720562	0.21790242075720562	1.7350043081724106E-272	"isomerase activity"
GO:0003677	122988	234	59	2	723	3	1	false	0.24612424545123118	0.24612424545123118	6.464211568416304E-197	"DNA binding"
GO:0016741	122988	113	59	1	794	2	1	false	0.26453444973486717	0.26453444973486717	2.023898359867671E-140	"transferase activity, transferring one-carbon groups"
GO:0006334	122988	17	59	1	57	1	3	false	0.2982456140350856	0.2982456140350856	7.160939251939438E-15	"nucleosome assembly"
GO:0022607	122988	73	59	1	237	1	2	false	0.3080168776371438	0.3080168776371438	4.931337410645557E-63	"cellular component assembly"
GO:0034728	122988	17	59	1	54	1	1	false	0.3148148148148162	0.3148148148148162	2.1207397015358703E-14	"nucleosome organization"
GO:0016740	122988	794	59	2	2787	4	1	false	0.32171879443515694	0.32171879443515694	0.0	"transferase activity"
GO:0016866	122988	54	59	1	166	1	1	false	0.32530120481929375	0.32530120481929375	5.062395273375084E-45	"intramolecular transferase activity"
GO:0004519	122988	17	59	1	46	1	1	false	0.36956521739130077	0.36956521739130077	5.715281718520946E-13	"endonuclease activity"
