ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
GO:0009055	122988	59	152	4	502	4	2	false	1.7407279190863792E-4	1.7407279190863792E-4	2.1970621764199753E-78	"electron transfer activity"
GO:0006091	122988	110	152	4	2059	9	1	false	7.895769786443743E-4	7.895769786443743E-4	9.688268052073634E-186	"generation of precursor metabolites and energy"
GO:0016675	122988	29	152	2	483	4	1	false	0.01939282674894651	0.01939282674894651	3.051623754476241E-47	"oxidoreductase activity, acting on a heme group of donors"
GO:0015453	122988	35	152	2	560	4	2	false	0.0210488076376256	0.0210488076376256	1.99007125309555E-56	"oxidoreduction-driven active transmembrane transporter activity"
GO:0019001	122988	275	152	4	1225	6	1	false	0.025379446427211183	0.025379446427211183	1.7819575968822965E-282	"guanyl nucleotide binding"
GO:0005525	122988	262	152	4	1158	6	2	false	0.02608291061083668	0.02608291061083668	4.3761357525612773E-268	"GTP binding"
GO:0032561	122988	271	152	4	1168	6	2	false	0.028544819877938672	0.028544819877938672	5.951838832358491E-274	"guanyl ribonucleotide binding"
GO:0046906	122988	69	152	2	1997	8	2	false	0.028797062178955186	0.028797062178955186	1.055234145937412E-129	"tetrapyrrole binding"
GO:1901564	122988	1926	152	9	2612	9	2	false	0.0641225160651799	0.0641225160651799	0.0	"organonitrogen compound metabolic process"
GO:0008171	122988	7	152	1	108	1	1	false	0.06481481481481505	0.06481481481481505	3.586386599906858E-11	"O-methyltransferase activity"
GO:0003674	122988	5709	152	33	6502	34	1	false	0.06821842484782893	0.06821842484782893	0.0	"molecular_function"
GO:0055085	122988	380	152	4	2945	13	2	false	0.07548015934330744	0.07548015934330744	0.0	"transmembrane transport"
GO:1901681	122988	18	152	1	3192	17	1	false	0.0918797183333661	0.0918797183333661	5.676282815848377E-48	"sulfur compound binding"
GO:0016763	122988	6	152	1	61	1	1	false	0.09836065573770608	0.09836065573770608	1.800978478811498E-8	"pentosyltransferase activity"
GO:0008234	122988	176	152	3	358	3	1	false	0.11778736979694861	0.11778736979694861	4.2495451742518777E-107	"cysteine-type peptidase activity"
GO:0019538	122988	1699	152	8	2589	9	3	false	0.12854426573490416	0.12854426573490416	0.0	"protein metabolic process"
GO:0005215	122988	339	152	4	5709	33	1	false	0.1293219798326926	0.1293219798326926	0.0	"transporter activity"
GO:0015399	122988	112	152	2	2805	16	2	false	0.1318852579661872	0.1318852579661872	1.265915306714924E-203	"primary active transmembrane transporter activity"
GO:0022803	122988	57	152	2	334	4	1	false	0.13648778708122877	0.13648778708122877	9.067637011078053E-66	"passive transmembrane transporter activity"
GO:0016779	122988	57	152	1	407	1	1	false	0.14004914004912558	0.14004914004912558	4.453191068256743E-71	"nucleotidyltransferase activity"
GO:0005515	122988	1033	152	8	3192	17	1	false	0.1496053409650081	0.1496053409650081	0.0	"protein binding"
GO:0140662	122988	155	152	2	391	2	2	false	0.15653485474458112	0.15653485474458112	2.2513937950015696E-113	"ATP-dependent protein folding chaperone"
GO:0006811	122988	205	152	3	538	4	1	false	0.15719194689766686	0.15719194689766686	1.4914983039824279E-154	"monoatomic ion transport"
GO:0018193	122988	69	152	1	425	1	1	false	0.16235294117648386	0.16235294117648386	2.5827198048515272E-81	"peptidyl-amino acid modification"
GO:0055086	122988	120	152	1	737	1	2	false	0.1628222523745204	0.1628222523745204	1.529529017772852E-141	"nucleobase-containing small molecule metabolic process"
GO:0008199	122988	8	152	1	46	1	2	false	0.17391304347825937	0.17391304347825937	3.832404138207021E-9	"ferric iron binding"
GO:0070566	122988	10	152	1	57	1	1	false	0.17543859649122714	0.17543859649122714	2.315725029835464E-11	"adenylyltransferase activity"
GO:0004129	122988	29	152	2	144	4	5	false	0.1807621755928597	0.1807621755928597	4.659750100922073E-31	"cytochrome-c oxidase activity"
GO:0019693	122988	88	152	1	457	1	3	false	0.19256017505474837	0.19256017505474837	1.2325862859462305E-96	"ribose phosphate metabolic process"
GO:0006457	122988	187	152	2	2908	13	1	false	0.20183077083272982	0.20183077083272982	1.315204370793247E-300	"protein folding"
GO:0022853	122988	68	152	2	234	3	2	false	0.2031435586267627	0.2031435586267627	9.849725473018613E-61	"active monoatomic ion transmembrane transporter activity"
GO:0061134	122988	11	152	1	54	1	2	false	0.20370370370370441	0.20370370370370441	1.044682614446268E-11	"peptidase regulator activity"
GO:0016757	122988	61	152	1	794	3	1	false	0.21347313475763463	0.21347313475763463	6.97988222566921E-93	"glycosyltransferase activity"
GO:0002020	122988	11	152	1	51	1	1	false	0.2156862745098035	0.2156862745098035	2.0996926965987666E-11	"protease binding"
GO:0051179	122988	544	152	4	3686	17	1	false	0.2347267248595247	0.2347267248595247	0.0	"localization"
GO:0044183	122988	160	152	2	5711	33	3	false	0.23596972745277045	0.23596972745277045	3.76651133E-316	"protein folding chaperone"
GO:0016020	122988	825	152	6	1864	10	1	false	0.24547313634347537	0.24547313634347537	0.0	"membrane"
GO:0140678	122988	15	152	1	61	1	1	false	0.2459016393442652	0.2459016393442652	1.4176356285069309E-14	"molecular function inhibitor activity"
GO:0022900	122988	78	152	4	110	4	1	false	0.2470776529766645	0.2470776529766645	1.8761378553826887E-28	"electron transport chain"
GO:0004857	122988	14	152	1	55	1	2	false	0.2545454545454516	0.2545454545454516	2.2969765729896617E-13	"enzyme inhibitor activity"
GO:0034220	122988	181	152	3	393	4	2	false	0.25470149253500807	0.25470149253500807	4.1776468254676406E-117	"monoatomic ion transmembrane transport"
GO:0044271	122988	1203	152	5	1577	5	2	false	0.2578170390169219	0.2578170390169219	0.0	"cellular nitrogen compound biosynthetic process"
GO:1901293	122988	85	152	1	324	1	3	false	0.2623456790123151	0.2623456790123151	2.0860035878334356E-80	"nucleoside phosphate biosynthetic process"
GO:0006753	122988	114	152	1	432	1	3	false	0.26388888888883844	0.26388888888883844	1.2341277807268056E-107	"nucleoside phosphate metabolic process"
GO:0072522	122988	78	152	1	1306	5	6	false	0.26537749915950276	0.26537749915950276	1.0700767845728003E-127	"purine-containing compound biosynthetic process"
GO:0005506	122988	36	152	1	129	1	1	false	0.27906976744186296	0.27906976744186296	8.650342506575934E-33	"iron ion binding"
GO:0016491	122988	483	152	4	2787	16	1	false	0.29598744090013296	0.29598744090013296	0.0	"oxidoreductase activity"
GO:0098772	122988	61	152	1	5709	33	2	false	0.29917784923330504	0.29917784923330504	4.955049728783004E-146	"molecular function regulator activity"
GO:0003924	122988	145	152	2	531	4	1	false	0.30088992572170864	0.30088992572170864	1.609402817263484E-134	"GTPase activity"
GO:0006508	122988	412	152	3	1699	8	1	false	0.30263819783648926	0.30263819783648926	0.0	"proteolysis"
GO:0015075	122988	171	152	3	344	4	2	false	0.30704154305207015	0.30704154305207015	6.529109137962593E-103	"monoatomic ion transmembrane transporter activity"
GO:0016787	122988	1150	152	8	2787	16	1	false	0.3201816559771632	0.3201816559771632	0.0	"hydrolase activity"
GO:0043169	122988	361	152	3	1625	9	1	false	0.3215206501559057	0.3215206501559057	0.0	"cation binding"
GO:0003755	122988	72	152	1	749	4	2	false	0.3331069535596717	0.3331069535596717	2.2693651703681444E-102	"peptidyl-prolyl cis-trans isomerase activity"
GO:0019899	122988	51	152	1	1033	8	1	false	0.33399895295738324	0.33399895295738324	1.0387712120646593E-87	"enzyme binding"
GO:0005509	122988	139	152	2	358	3	1	false	0.3347442674263828	0.3347442674263828	3.2388978927115693E-103	"calcium ion binding"
GO:0072521	122988	106	152	1	2341	9	5	false	0.3414822449685783	0.3414822449685783	8.9332446413425E-187	"purine-containing compound metabolic process"
GO:1901137	122988	114	152	1	1405	5	2	false	0.34539995946113283	0.34539995946113283	4.14174464059029E-171	"carbohydrate derivative biosynthetic process"
GO:0008233	122988	358	152	3	1521	9	2	false	0.35827170201626735	0.35827170201626735	0.0	"peptidase activity"
GO:0016741	122988	113	152	1	794	3	1	false	0.36946829718413415	0.36946829718413415	2.023898359867671E-140	"transferase activity, transferring one-carbon groups"
GO:0090407	122988	127	152	1	1403	5	2	false	0.37819210486733873	0.37819210486733873	2.276650984156755E-184	"organophosphate biosynthetic process"
GO:0035639	122988	1149	152	6	1339	6	2	false	0.3985013640377091	0.3985013640377091	1.0402457128639666E-236	"purine ribonucleoside triphosphate binding"
GO:1901265	122988	1274	152	6	1997	8	2	false	0.39910316324525374	0.39910316324525374	0.0	"nucleoside phosphate binding"
