ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
GO:0016661	116407	3	119	1	461	2	1	false	0.012986890502687993	0.012986890502687993	6.164243810635887E-8	"oxidoreductase activity, acting on other nitrogenous compounds as donors"
GO:0046906	116407	54	119	2	1778	10	2	false	0.03485640706288227	0.03485640706288227	1.6599650541885708E-104	"tetrapyrrole binding"
GO:0006412	116407	517	119	5	1494	7	5	false	0.05260673168470567	0.05260673168470567	0.0	"translation"
GO:0043603	116407	547	119	5	1818	8	1	false	0.05824611669690362	0.05824611669690362	0.0	"amide metabolic process"
GO:0016684	116407	17	119	1	461	2	1	false	0.07247005564462912	0.07247005564462912	2.499371780152567E-31	"oxidoreductase activity, acting on peroxide as acceptor"
GO:0030246	116407	14	119	1	2972	16	1	false	0.07294276246870064	0.07294276246870064	2.143102645340163E-38	"carbohydrate binding"
GO:0009059	116407	719	119	5	1838	7	2	false	0.08756560783011225	0.08756560783011225	0.0	"macromolecule biosynthetic process"
GO:0016853	116407	163	119	2	2536	8	1	false	0.08901926332014987	0.08901926332014987	5.452520469096772E-262	"isomerase activity"
GO:0006811	116407	157	119	2	515	2	1	false	0.09252389407275394	0.09252389407275394	7.655701737775279E-137	"monoatomic ion transport"
GO:0019693	116407	47	119	1	434	1	3	false	0.10829493087556426	0.10829493087556426	3.743085946800393E-64	"ribose phosphate metabolic process"
GO:0034220	116407	132	119	2	385	2	2	false	0.11696428571428466	0.11696428571428466	7.43703682345735E-107	"monoatomic ion transmembrane transport"
GO:1990748	116407	38	119	1	2408	8	3	false	0.1196532443006562	0.1196532443006562	2.2030630788246105E-84	"cellular detoxification"
GO:0018193	116407	53	119	1	439	1	1	false	0.1207289293849558	0.1207289293849558	1.0031820007778893E-69	"peptidyl-amino acid modification"
GO:0044249	116407	888	119	5	1732	6	2	false	0.12132258468147153	0.12132258468147153	0.0	"cellular biosynthetic process"
GO:0043604	116407	530	119	5	806	5	2	false	0.1221476002341557	0.1221476002341557	3.799646930933974E-224	"amide biosynthetic process"
GO:0098754	116407	38	119	1	3028	11	2	false	0.12990233297840934	0.12990233297840934	3.4343520783220825E-88	"detoxification"
GO:0005198	116407	445	119	4	5004	23	1	false	0.14217818415831993	0.14217818415831993	0.0	"structural molecule activity"
GO:1901564	116407	1394	119	8	2089	9	2	false	0.14340420677417	0.14340420677417	0.0	"organonitrogen compound metabolic process"
GO:0006518	116407	535	119	5	1394	8	2	false	0.14892263012354992	0.14892263012354992	0.0	"peptide metabolic process"
GO:0016209	116407	38	119	1	5004	23	2	false	0.1611428745113064	0.1611428745113064	1.6055691278269643E-96	"antioxidant activity"
GO:0010467	116407	737	119	5	1607	7	1	false	0.16387724649595029	0.16387724649595029	0.0	"gene expression"
GO:0022836	116407	11	119	1	65	1	1	false	0.16923076923076735	0.16923076923076735	1.1172323069550198E-12	"gated channel activity"
GO:0003755	116407	59	119	1	665	2	2	false	0.16969381284538276	0.16969381284538276	5.587852549017467E-86	"peptidyl-prolyl cis-trans isomerase activity"
GO:0006753	116407	74	119	1	409	1	3	false	0.18092909535449464	0.18092909535449464	2.0379794466271825E-83	"nucleoside phosphate metabolic process"
GO:0034641	116407	1073	119	6	2029	8	2	false	0.18518434113183121	0.18518434113183121	0.0	"cellular nitrogen compound metabolic process"
GO:1901566	116407	678	119	5	1661	8	2	false	0.1860499869974464	0.1860499869974464	0.0	"organonitrogen compound biosynthetic process"
GO:0003674	116407	5004	119	23	5700	24	1	false	0.18990134905761813	0.18990134905761813	0.0	"molecular_function"
GO:0006414	116407	517	119	5	719	5	2	false	0.19117733508470158	0.19117733508470158	1.1165045540961599E-184	"translational elongation"
GO:0022803	116407	65	119	1	326	1	1	false	0.19938650306747396	0.19938650306747396	3.3997381766083296E-70	"passive transmembrane transporter activity"
GO:0019538	116407	1206	119	7	2066	9	3	false	0.20188344642310577	0.20188344642310577	0.0	"protein metabolic process"
GO:0051540	116407	43	119	1	2972	16	1	false	0.20846390076749396	0.20846390076749396	3.737969789246188E-97	"metal cluster binding"
GO:0051287	116407	44	119	1	941	5	1	false	0.21334018226953186	0.21334018226953186	1.0718786311527372E-76	"NAD binding"
GO:0055086	116407	81	119	1	714	2	2	false	0.21416196212008376	0.21416196212008376	4.602038457631091E-109	"nucleobase-containing small molecule metabolic process"
GO:0043226	116407	735	119	4	1406	5	1	false	0.2168015484014271	0.2168015484014271	0.0	"organelle"
GO:0005488	116407	2972	119	16	5004	23	1	false	0.21877647187902838	0.21877647187902838	0.0	"binding"
GO:0070887	116407	38	119	1	168	1	2	false	0.22619047619047902	0.22619047619047902	1.3389589332312043E-38	"cellular response to chemical stimulus"
GO:0006979	116407	23	119	1	100	1	1	false	0.2300000000000044	0.2300000000000044	4.021673553849937E-23	"response to oxidative stress"
GO:0042221	116407	40	119	1	171	1	1	false	0.2339181286549751	0.2339181286549751	5.569695014789644E-40	"response to chemical"
