ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
GO:0042085	116407	1	32	1	102	1	1	false	0.009803921568627428	0.009803921568627428	0.009803921568627428	"5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity"
GO:0008172	116407	2	32	1	102	1	1	false	0.01960784313725486	0.01960784313725486	1.941370607648973E-4	"S-methyltransferase activity"
GO:0000097	116407	5	32	1	701	3	4	false	0.021275903478514005	0.021275903478514005	7.1911742382392E-13	"sulfur amino acid biosynthetic process"
GO:0015453	116407	16	32	1	535	1	2	false	0.029906542056079247	0.029906542056079247	5.825396889764046E-31	"oxidoreduction-driven active transmembrane transporter activity"
GO:0000096	116407	15	32	1	1470	3	3	false	0.030321362430399377	0.030321362430399377	4.3437330411266655E-36	"sulfur amino acid metabolic process"
GO:0016675	116407	14	32	1	461	1	1	false	0.030368763557480364	0.030368763557480364	5.434668916459107E-27	"oxidoreductase activity, acting on a heme group of donors"
GO:0051287	116407	44	32	1	941	1	1	false	0.04675876726887291	0.04675876726887291	1.0718786311527372E-76	"NAD binding"
GO:0044272	116407	16	32	1	905	3	2	false	0.05216315568650282	0.05216315568650282	1.1807553897477575E-34	"sulfur compound biosynthetic process"
GO:0009055	116407	29	32	1	474	1	2	false	0.06118143459914852	0.06118143459914852	5.353595310330001E-47	"electron transfer activity"
GO:1901566	116407	678	32	3	1661	3	2	false	0.0678329886397652	0.0678329886397652	0.0	"organonitrogen compound biosynthetic process"
GO:0015399	116407	90	32	1	2557	2	2	false	0.0691694161841844	0.0691694161841844	1.4604245208123618E-168	"primary active transmembrane transporter activity"
GO:0006790	116407	37	32	1	1643	4	1	false	0.08715862039295423	0.08715862039295423	2.1752502635722965E-76	"sulfur compound metabolic process"
GO:0046906	116407	54	32	1	1778	3	2	false	0.08842261964281918	0.08842261964281918	1.6599650541885708E-104	"tetrapyrrole binding"
GO:0044237	116407	1643	32	4	2988	4	2	false	0.0912668771606447	0.0912668771606447	0.0	"cellular metabolic process"
GO:1901576	116407	956	32	3	2118	3	2	false	0.0918009470194686	0.0918009470194686	0.0	"organic substance biosynthetic process"
GO:0008652	116407	29	32	1	713	3	3	false	0.11728185118083007	0.11728185118083007	2.8681576940549584E-52	"amino acid biosynthetic process"
GO:0006412	116407	517	32	2	1494	2	5	false	0.11959963094175786	0.11959963094175786	0.0	"translation"
GO:0005198	116407	445	32	2	5004	7	1	false	0.12285290355184739	0.12285290355184739	0.0	"structural molecule activity"
GO:0005575	116407	1473	32	4	5700	8	1	false	0.12564518456300242	0.12564518456300242	0.0	"cellular_component"
GO:0016741	116407	107	32	1	793	1	1	false	0.13493064312730618	0.13493064312730618	1.3225822340106777E-135	"transferase activity, transferring one-carbon groups"
GO:0016053	116407	49	32	1	1032	3	4	false	0.13591110109086385	0.13591110109086385	4.136505101203453E-85	"organic acid biosynthetic process"
GO:0006520	116407	104	32	1	2074	3	3	false	0.14308206773543014	0.14308206773543014	1.6045945797573246E-178	"amino acid metabolic process"
GO:0006091	116407	69	32	1	1643	4	1	false	0.1578314247786615	0.1578314247786615	9.621349245188556E-124	"generation of precursor metabolites and energy"
GO:0009086	116407	2	32	1	12	1	3	false	0.16666666666666646	0.16666666666666646	0.01515151515151513	"methionine biosynthetic process"
GO:0004129	116407	14	32	1	78	1	5	false	0.17948717948717585	0.17948717948717585	9.768201397951623E-16	"cytochrome-c oxidase activity"
GO:0005525	116407	193	32	1	1063	1	2	false	0.18156161806211782	0.18156161806211782	6.137717325652842E-218	"GTP binding"
GO:0032561	116407	198	32	1	1072	1	2	false	0.18470149253723928	0.18470149253723928	5.690640845025288E-222	"guanyl ribonucleotide binding"
GO:0022853	116407	38	32	1	197	1	2	false	0.19289340101521693	0.19289340101521693	1.539984501612326E-41	"active monoatomic ion transmembrane transporter activity"
GO:0044283	116407	79	32	1	1107	3	2	false	0.19934412789510897	0.19934412789510897	5.038863829588802E-123	"small molecule biosynthetic process"
GO:0010467	116407	737	32	2	1607	2	1	false	0.21017636879782753	0.21017636879782753	0.0	"gene expression"
GO:0043603	116407	547	32	2	1818	3	1	false	0.21697142663116958	0.21697142663116958	0.0	"amide metabolic process"
GO:0009058	116407	994	32	3	2229	4	1	false	0.23588732044843605	0.23588732044843605	0.0	"biosynthetic process"
